id,name,serving_sie,calorie,carbohydrate,protein,fat
3099,크리스피감자피자 팬'XL,175,831.25,0,33.25,0
3100,크리스피감자피자 팬L,140,532,0,22.4,0
3101,크림 쉬림프 피자,156,542.26,0,31.36,0
3102,"타이타레피자 (씬, L)",132,384.25,0,22.7,0
3103,"타이타레피자 (씬, M)",137,398.4,0,27.95,0
3104,"타이타레피자 (오리지널, L)",164,588.6,0,33.29,0
3105,"타이타레피자 (오리지널, M)",187,810.83,0,42.64,0
3106,토핑들의 수다(L),187,804.1,0,43.01,0
3107,토핑들의 수다(M),137,438.4,0,20.55,0
3108,토핑들의 수다(킹),161,579.6,0,30.59,0
3109,통감자새우피자 M,155,570.4,0,24.8,0
3110,통감자새우피자(L),200,948.8,0,46.4,0
3111,통돼지바베큐 라이스골드L,170,734.93,0,42.6,0
3112,통돼지바베큐 라이스골드R,127,423.35,0,23.18,0
3113,통돼지바베큐 라이스바이트L,180,834.17,0,46.87,0
3114,통돼지바베큐 라이스바이트R,143,546.19,0,27.46,0
3115,통돼지바베큐 백미떡도우L,116,234.59,0,11.5,0
3116,통돼지바베큐 백미떡도우R,190,653.94,0,22.84,0
3117,통돼지바베큐 석쇠L,125,379.16,0,22.62,0
3118,통돼지바베큐 석쇠R,170,713.17,0,38.4,0
3119,통돼지바베큐 치즈크러스트L,149,555.2,0,32.53,0
3120,통돼지바베큐 치즈크러스트R,113,337.18,0,19.2,0
3121,통돼지바베큐 팬L,133,439.64,0,25.95,0
3122,통돼지바베큐 팬R,180,820.46,0,44.05,0
3123,통돼지바베큐 흑미떡도우L,116,241.08,0,11.81,0
3124,통돼지바베큐 흑미떡도우R,190,676.63,0,24.68,0
3125,통돼지바베큐피자(라이스골드) F,181,793.07,0,49,0
3126,통돼지바베큐피자(라이스바이트) F,189,895.56,0,50.1,0
3127,통돼지바베큐피자(석쇠) F,139,467.48,0,27.72,0
3128,통돼지바베큐피자(치즈크러스트) F,152,563.43,0,34.53,0
3129,통돼지바베큐피자(팬) F,149,555.2,0,32.53,0
3130,통새우피자 L,196,907.48,0,47.04,0
3131,통새우피자 M,148,518,0,23.68,0
3132,투인원골드,119,321.17,0,20.61,0
3133,트리플미트(L),124,384.4,0,19.84,0
3134,트리플미트(M),122,378.2,0,8.54,0
3135,트리플치즈스위트피자 (L),161,817.72,0,38,0
3136,트리플치즈콤비피자 (L),170,855.44,0,38.93,0
3137,트위스트 쉬림프,144,552.96,0,23.04,0
3138,"트윈 크레페(L, 씬도우)",89,188.68,0,8.9,0
3139,"트윈 크레페(M, 씬도우)",153,607.41,0,24.48,0
3140,파스트라미(치크),162,669.73,88.87,49.03,28.53
3141,파스트라미(피타),100,244.01,0,13.72,0
3142,파스트라미+브런치(스크린),139,451.75,0,22.66,0
3143,파스트라미+브런치(피타),115,377.89,0,17.14,0
3144,파스트라미[스크린],115,350.32,29.06,20.8,16.76
3145,파스트라미[팬],143,510.24,63.11,28.38,16.03
3146,파스트라미[피타],104,274.69,29.99,14.65,10.68
3147,파인애플피자 L,173,717.95,0,38.06,0
3148,파인애플피자 M,128,395.52,0,21.76,0
3149,팬 더블바비큐 L,104,226.72,0,11.44,0
3150,팬 더블바비큐 R,194,737.2,0,38.99,0
3151,팬 바비큐 치킨 L,103,229.69,0,11.33,0
3152,팬 바비큐 치킨 R,198,766.26,0,38.81,0
3153,팬 베이컨 포테이토 L,108,274.32,0,11.88,0
3154,팬 베이컨 포테이토(M),182,782.6,0,34.58,0
3155,팬 수퍼 슈프림 L,193,841.48,0,42.46,0
3156,팬 슈퍼 슈프림(M),159,575.58,0,28.62,0
3157,팬 야채 L,170,623.9,0,30.6,0
3158,팬 야채 R,157,478.85,0,23.24,0
3159,팬 직화 불고기 L,194,822.56,0,44.62,0
3160,팬 직화 불고기 R,187,691.9,0,38.52,0
3161,팬 치즈 L,159,658.26,0,34.98,0
3162,팬 치즈(M),133,458.85,0,23.94,0
3163,팬 페퍼로니 L,154,579.04,0,27.72,0
3164,팬 페퍼로니(M),127,394.97,0,19.05,0
3165,팬 하와이안 L,167,651.3,0,31.73,0
3166,팬 하와이안 R,156,508.56,0,24.34,0
3167,페파로니 바이트 피자,107,319.29,0,15.73,0
3168,페파로니 피자(씬) L,100,315.9,0,16.93,0
3169,페파로니피자,172,863.44,0,43.76,0
3170,페파로니피자 씬'XL,148,738.52,0,39.96,0
3171,페파로니피자 씬L,158,842.14,0,44.24,0
3172,페파로니피자 팬L,122,427,0,24.4,0
3173,"페퍼로니 (나폴리,L)",89,220.27,0,13.53,0
3174,"페퍼로니 (씬,L)",75,201.07,0,11.85,0
3175,"페퍼로니 (오리지널,L)",114,373.81,0,20.63,0
3176,페퍼로니 라이스골드L,139,573.76,207.11,33.51,617.02
3177,페퍼로니 라이스골드R,106,337.98,0,19.82,0
3178,페퍼로니 라이스바이트L,149,661.41,0,37.38,0
3179,페퍼로니 라이스바이트R,122,448.29,0,23.97,0
3180,페퍼로니 백미떡도우,148,466.45,0,19.12,0
3181,페퍼로니 백미떡도우,170,621.18,0,30.48,0
3182,페퍼로니 석쇠R,128,499.85,0,30.07,0
3183,페퍼로니 치즈크러스트L,119,428.8,0,26.44,0
3184,페퍼로니 팬L,101,314.14,0,18.75,0
3185,페퍼로니 팬R,138,589,0,35.01,0
3186,페퍼로니 흑미떡도우L,170,640.22,0,31.4,0
3187,페퍼로니 흑미떡도우R,148,484.14,0,20.56,0
3188,페퍼로니(레귤러),54,81.13,9,4.91,2.83
3189,페퍼로니(스크린),124,448.09,48.77,25.24,16.9
3190,페퍼로니(팬),127,433.95,51.31,25.69,13.99
3191,페퍼로니(피타),87,237.56,21,13.54,11.05
3192,페퍼로니(피타2조각),173,944.8,83.5,53.84,43.94
3193,페퍼로니피자,100,302.63,0,16.19,0
3194,"페퍼로니피자 (씬, M)",125,585.25,0,34.38,0
3195,"페퍼로니피자 (오리지널, L)",114,373.81,0,20.63,0
3196,"페퍼로니피자 (오리지널, M)",135,534.2,0,30.24,0
3197,페퍼로니피자 L,148,603.84,0,34.04,0
3198,페퍼로니피자 M,123,419.43,0,25.83,0
3199,페퍼로니피자(라이스골드) F,146,604.47,0,38.03,0
3200,페퍼로니피자(라이스바이트) F,154,692.52,0,39.25,0
3201,페퍼로니피자(석쇠) F,103,321.55,0,19.5,0
3202,"페퍼로니피자(씬, L)",150,804.3,0,47.4,0
3203,페퍼로니피자(치즈크러스트) F,116,401.97,0,25.17,0
3204,페퍼로니피자(팬) F,113,393.78,0,23.52,0
3205,페퍼로니피자[R],123,419.6,0,25.41,0
3206,페페로니 피자,140,623,78.4,47.6,28
3207,페페로니(스크린),124,448.14,0,25.3,0
3208,"포테이토 (나폴리,L)",125,338.25,0,17.5,0
3209,"포테이토 (씬,L)",111,335.55,0,15.87,0
3210,"포테이토 (오리지널,L)",150,582.75,0,31.35,0
3211,포테이토 골드 R,111,312.35,0,10.21,0
3212,포테이토 바이트 피자,118,355.65,0,13.81,0
3213,포테이토 스위트 히든엣지(L),166,709.37,0,28.67,0
3214,포테이토 피자,195,991.58,0,47.78,0
3215,포테이토(스몰피자),169,743.6,0,32.11,0
3216,포테이토골드 L,133,429.67,0,17.89,0
3217,포테이토골드 석쇠L,121,374.7,0,20.78,0
3218,포테이토골드 석쇠R,171,737.15,0,37.3,0
3219,포테이토골드(석쇠) F,147,548.03,0,29.33,0
3220,포테이토골드(석쇠피자) L,100,248.73,0,12.11,0
3221,포테이토스페셜(레귤러),116,343.79,42.36,17.88,11.42
3222,포테이토스페셜(스크린),147,546.26,61,30.76,19.92
3223,포테이토스페셜(치크),165,706.54,50.76,51.72,32.91
3224,포테이토스페셜(팬),126,399.04,68.86,11.56,8.55
3225,포테이토스페셜(피타),125,432.1,40.17,22.37,20.21
3226,포테이토킹(스크린),132,432.3,0,17.42,0
3227,포테이토킹(피타),103,315.18,0,13.39,0
3228,포테이토킹+피쉬맨갈릭(스크린),127,418.08,0,18.8,0
3229,포테이토킹+피쉬맨갈릭(피타),111,354.2,0,13.54,0
3230,포테이토피자,194,981.64,0,47.49,0
3231,"포테이토피자 (씬, L)",111,338.66,0,15.87,0
3232,"포테이토피자 (씬, M)",113,351.88,0,17.4,0
3233,"포테이토피자 (오리지널, L)",150,556.95,0,31.35,0
3234,"포테이토피자 (오리지널, M)",164,685.52,0,34.93,0
3235,포테이토피자 L,198,898.92,0,41.58,0
3236,포테이토피자 M,158,575.12,0,22.12,0
3237,포테이토피자 오리진 L,119,347.31,0,15.57,0
3238,포테이토피자 오리진 R,192,943.68,0,44.05,0
3239,포테이토피자 치즈캡 L,131,420.12,0,20.63,0
3240,포테이토피자 치즈캡 R,108,295.7,0,15.19,0
3241,포테이토피자(L),198,898.63,0,41.84,0
3242,포테이토피자[R],158,574.88,0,22.82,0
3243,포테토 + 고구마 피자,196,984.7,0,38.22,0
3244,프리미엄 갈릭치킨바베큐 피자 L,100,221.73,0,15.23,0
3245,프리미엄 게살몽땅 R,100,249.87,0,15.18,0
3246,프리미엄 다독이 R,100,258.93,0,13.58,0
3247,프리미엄 데리 치킨 피자 L,100,221.12,0,13.31,0
3248,프리미엄 랍스타 R,100,241.43,0,13.5,0
3249,프리미엄 쉬림프골드 R,100,215.64,0,12.83,0
3250,프리미엄 시크릿가든 R,100,261.27,0,15.77,0
3251,프리미엄 씨푸드아일랜드2 R,100,242.59,0,13.08,0
3252,프리미엄 오마이립 R,100,252.3,0,15.25,0
3253,프리미엄 크레이지 불새 피자 L,100,220.75,0,15.63,0
3254,프리미엄 포테이토골드 R,100,233.56,0,11.06,0
3255,프리미엄 하와이안쉬림프 피자 L,100,193.11,0,12.66,0
3256,프리미엄베이컨피자 씬'XL,173,859.81,0,43.25,0
3257,프리미엄베이컨피자 씬L,139,553.22,0,27.8,0
3258,프리미엄베이컨피자 팬L,173,787.15,0,41.52,0
3259,프리미엄치킨바베큐피자 씬'XL,160,731.2,0,40,0
3260,프리미엄치킨바베큐피자 씬L,171,832.77,0,46.17,0
3261,프리미엄치킨바베큐피자 팬'XL,164,697,0,47.56,0
3262,프리미엄치킨바베큐피자 팬L,131,445.4,0,30.13,0
3263,피쉬맨갈릭(스크린),133,453.4,0,20.88,0
3264,피쉬맨갈릭(피타),102,293.45,0,11.83,0
3265,핀 치즈(L),159,658.26,0,34.98,0
3266,하와이안 쉬림프 피자,104,239.82,0,13.31,0
3267,하와이안딜라이트 오리진 L,101,280.3,0,13.36,0
3268,하와이안딜라이트 오리진 R,165,725.17,0,35.99,0
3269,하와이안딜라이트 치즈캡 L,113,346.2,0,17.96,0
3270,하와이안딜라이트 치즈캡 R,188,931.7,0,50.75,0
3271,하와이안피자  씬'XL,135,486,0,24.3,0
3272,하와이안피자 씬L,168,756,0,36.96,0
3273,하와이안피자 팬L,138,477.48,0,22.08,0
3274,하와이언 라이스골드L,146,618.32,0,34.37,0
3275,하와이언 라이스골드R,111,356.54,0,19.14,0
3276,하와이언 라이스바이트L,156,709.24,0,38.25,0
3277,하와이언 라이스바이트R,128,473.34,0,23.28,0
3278,하와이언 백미떡도우L,185,715.69,0,31.06,0
3279,하와이언 백미떡도우R,158,505.41,0,15.78,0
3280,하와이언 석쇠L,101,297.49,0,16.75,0
3281,하와이언 석쇠R,138,545.4,0,28.37,0
3282,하와이언 치즈크러스트L,126,467.56,0,27.28,0
3283,하와이언 팬L,101,297.49,0,16.75,0
3284,하와이언 팬R,148,638.65,0,33.21,0
3285,하와이언 흑미떡도우L,185,736.41,0,32.06,0
3286,하와이언 흑미떡도우R,158,524.29,0,17.32,0
3287,하와이언피자,176,792,0,48.96,0
3288,하와이언피자(라이스골드) F,154,656.04,0,39.07,0
3289,하와이언피자(라이스바이트) F,163,752.54,0,40.42,0
3290,하와이언피자(석쇠) F,112,363.06,0,20.43,0
3291,하와이언피자(치즈크러스트) F,125,448.16,0,26.27,0
3292,하와이언피자(팬) F,122,439.76,0,24.55,0
3293,한우레드핫스테이크 라이스골드,194,733.16,0,42.48,0
3294,한우레드핫스테이크 라이스바이트,204,862.51,0,44.23,0
3295,한우레드핫스테이크 백미떡도우,140,340.58,0,15.83,0
3296,한우레드핫스테이크 석쇠,149,410.9,0,23.74,0
3297,한우레드핫스테이크 치즈크러스트,174,577.66,0,35.58,0
3298,한우레드핫스테이크 팬,157,460.32,0,26.43,0
3299,한우레드핫스테이크 흑미떡도우,140,348.42,0,16.21,0
3300,한우불고기 라이스골드L,157,657.25,0,40.71,0
3301,한우불고기 라이스골드R,118,380.93,0,23.51,0
3302,한우불고기 라이스바이트L,167,751.08,0,44.92,0
3303,한우불고기 라이스바이트R,135,501.42,0,28.17,0
3304,한우불고기 백미떡도우L,103,194.21,0,11.1,0
3305,한우불고기 백미떡도우R,173,558.98,0,26.56,0
3306,한우불고기 석쇠L,112,324.42,0,21.24,0
3307,한우불고기 석쇠R,153,609.61,0,39.64,0
3308,한우불고기 치즈크러스트L,137,501.68,0,32.92,0
3309,한우불고기 치즈크러스트R,105,302.36,0,19.58,0
3310,한우불고기 팬L,119,377.09,0,24.24,0
3311,한우불고기 팬R,163,708.63,0,45.31,0
3312,한우불고기 흑미떡도우L,103,199.97,0,11.38,0
3313,한우불고기 흑미떡도우R,173,579.65,0,28.22,0
3314,한우불고기(라이스골드)  F,167,702.17,0,46.89,0
3315,한우불고기(라이스바이트)  F,175,798.24,0,48.16,0
3316,한우불고기(석쇠)  F,125,398.27,0,26.19,0
3317,한우불고기(치즈크러스트)  F,138,487.11,0,32.75,0
3318,한우불고기(팬)  F,135,479.14,0,30.83,0
3319,한우불고기(팬) L,100,245.4,0,15.98,0
3320,한우송이(치크),171,776.89,58.33,53.51,36.57
3321,한우송이(피타),122,423.4,32.37,22.21,22.79
3322,한우송이피자(스크린),136,502.5,50.48,26.7,21.53
3323,한우송이피자(팬),152,604.54,68.16,31.72,22.78
3324,한우핫불고기 라이스골드L,157,657.25,0,40.71,0
3325,한우핫불고기 라이스골드R,118,380.93,0,23.51,0
3326,한우핫불고기 라이스바이트L,167,751.08,0,44.92,0
3327,한우핫불고기 라이스바이트R,135,501.42,0,28.17,0
3328,한우핫불고기 백미떡도우L,103,194.21,0,11.1,0
3329,한우핫불고기 백미떡도우R,173,558.98,0,26.56,0
3330,한우핫불고기 석쇠L,112,324.42,0,21.24,0
3331,한우핫불고기 석쇠R,153,609.61,0,39.64,0
3332,한우핫불고기 치즈크러스트L,137,501.68,0,32.92,0
3333,한우핫불고기 치즈크러스트R,105,302.25,0,19.58,0
3334,한우핫불고기 팬L,119,377.09,0,24.24,0
3335,한우핫불고기 팬R,163,708.63,0,45.31,0
3336,한우핫불고기 흑미떡도우,103,199.97,0,11.38,0
3337,한우핫불고기 흑미떡도우,173,579.65,0,28.22,0
3338,한우핫불고기(라이스골드) F,147,570.39,0,36.93,0
3339,한우핫불고기(라이스바이트) F,155,656.72,0,38.07,0
3340,한우핫불고기(석쇠) F,105,300.49,0,18.89,0
3341,한우핫불고기(치즈크러스트) F,118,378.23,0,24.51,0
3342,한우핫불고기(팬) F,115,370.85,0,22.86,0
3343,한우핫불고기(팬) L,100,260.66,0,14.52,0
3344,핫바비큐(스크린),137,481.83,0,22.19,0
3345,핫바비큐(피타),117,373.46,0,16.03,0
3346,핫스파이스피자 L,188,802.76,0,48.88,0
3347,핫스파이스피자 M,150,511.5,0,28.5,0
3348,핫치킨  피자(씬) L,100,285.56,0,18.03,0
3349,핫치킨 피자,178,836.6,131.72,42.72,14.6
3350,핫치킨피자,183,904.02,0,41.54,0
3351,핫치킨피자 씬L,137,537.04,0,35.62,0
3352,핫치킨피자 팬L,141,449.79,0,31.02,0
3353,핸즈업미트,118,380.2,0,17.82,0
3354,핸즈업치즈,117,400.73,0,13.57,0
3355,허니치킨피자 F,179,789.26,0,48.69,0
3356,허니치킨피자 L,100,236.09,0,13.89,0
3357,허니치킨피자 L,175,776.46,0,44.26,0
3358,허니치킨피자 R,130,441.3,0,25.34,0
3359,화이트갈릭(레귤러),106,304.19,34.5,16.76,11.02
3360,화이트갈릭(스크린),137,548.09,53.83,28.53,24.3
3361,화이트갈릭(치크),155,707.83,44.27,48.43,37.41
3362,화이트갈릭(팬),115,374.48,60.04,10.8,10.14
3363,화이트갈릭(피타),120,469.41,34.19,23.86,26.36
3364,(특)롤케익,70,159.6,22.4,3.5,6.3
3365,9곡발아식빵,70,112,18.9,3.5,2.1
3366,가나슈생크림빵,80,216,28.8,4,9.6
3367,가또쇼콜라파티,60,240,20,3,18
3368,가을 품은 고구마,60,126,15.6,1.8,6.6
3369,가을이 그리운 밤,68,176.8,20.4,2.72,9.52
3370,갈릭러스크,80,248,22.4,2.4,16
3371,갈릭바게뜨,100,368.65,51.14,9.48,14.02
3372,갈릭앤치즈브레드,100,352.21,36.87,10.38,18.14
3373,거울공주미미,65,270,26,3,18
3374,건포도빵,100,320.01,46.72,7.81,11.32
3375,검은콩 흑미이야기,70,119.7,21,4.2,2.1
3376,고구마데니쉬,74,167.24,25.16,2.22,6.66
3377,고구마맛스폰지,70,168.7,19.6,2.8,9.1
3378,고구마생크림,70,136.5,16.8,2.1,7
3379,고구마생크림 1호,70,125.3,14,1.4,7
3380,고구마생크림케익,70,136.5,16.8,2.1,7
3381,고구마소보루빵,90,280,50,6,8
3382,고구마쉬폰,70,133.7,13.3,1.4,8.4
3383,고구마크림데니쉬,100,372.18,52.77,5.7,15.37
3384,고구마크림빵,73,139.43,23.36,2.92,3.65
3385,고구마크림치즈패스츄리,100,360.91,46.99,7.21,16.01
3386,고소한 고구마 생크림,70,135.1,16.8,2.1,7
3387,고소한 호두롤,70,154,18.9,3.5,7.7
3388,고소한핑거스틱,100,260,47,8,4.5
3389,고소함가득 곡물브레드,120,330,60,9,8
3390,곡물-롤케익(프레젠용),69,181.47,20.7,3.45,9.66
3391,과일생크림미니,70,124.6,14,1.4,7
3392,구름처럼 푹신한 크림빵,60,126,14.4,2.4,7.2
3393,그 시절 옥수수카스테라,100,350,44,5,18
3394,그대로토스트,70,195,28,5,7
3395,그랜드카페모카,70,250,22,3,16
3396,그레이프머핀,62,176.7,21.08,2.48,9.3
3397,그루에,47,98.7,13.16,1.41,4.7
3398,그린미니본델리슈,50,70,14.5,1.5,1
3399,그린본델리슈,50,70,14.5,1.5,1
3400,그린콩생크림빵,70,172.9,21.7,2.8,8.4
3401,글레이즈드,100,439.66,44.45,7.13,25.93
3402,글레이즈드 사워 크림,75,213.75,33.75,2.25,8.25
3403,글레이즈드 초콜릿 케익,75,210,33.75,2.25,7.5
3404,까망베르치즈머핀,115,552,67.85,8.05,27.6
3405,까망베르치즈생크림,52,84.76,8.32,1.04,5.2
3406,꼬마버스 타요 친구들,65,260,23,3,18
3407,꽃다발한아름케이크,70,129.5,14,3.5,7
3408,꽃밭에서 붕붕벌,55,230,19,2,18
3409,나를위한선택 53.5,70,129.5,20.3,4.9,3.5
3410,내가찾던모카케이크,60,240,17,3,18
3411,내가찾던초코케이크,60,240,19,3,18
3412,녹차&단팥 먼치킨,50,82.5,11,1.5,4
3413,녹차도라야끼,60,99,21,3,1.14
3414,녹차롤,70,171.5,30.8,4.2,3.5
3415,녹차롤(미니),40,59.6,6,0.8,3.6
3416,녹차롤(프레젠용),62,142.6,14.88,2.48,8.68
3417,녹차롤케익,70,154,19.6,2.8,7
3418,녹차만주,66,138.6,26.4,3.3,3.1
3419,녹차빅글레이즈드,100,377.99,55.72,7.04,14.1
3420,녹차생크림케익,58,99.76,9.86,1.74,5.8
3421,녹차쉬폰,64,124.16,10.24,2.56,8.32
3422,녹차쉬폰(M),65,104,11.7,1.3,5.85
3423,녹차카스테라,50,80,15.5,2,1
3424,뉴욕치즈케익 도넛,91,304.85,39.13,3.64,14.56
3425,뉴치킨고로케,100,345.52,28.93,7.1,22.38
3426,다크아몬드링,50,89.5,12,2.5,4
3427,다크초콜릿마카다미아,100,543.07,55.77,7.75,32.11
3428,단팥 츄잉볼,90,301.5,54,4.5,9
3429,단팥빵,75,150,30,3,2.62
3430,단호박검은깨식빵,70,112,20.3,3.5,2.1
3431,달콤옥수수크림샌드,60,81,15,1.8,3.42
3432,달콤한타르트,73,211.7,24.82,3.65,10.95
3433,담백하고쫄깃한뜯어먹는식빵,100,282.73,45.5,8.08,7.6
3434,더블 초코칩 크러핀,86,292.4,36.12,5.16,14.62
3435,더블 초콜릿 아이스드,60,153,19.2,2.4,7.8
3436,더블생크림,70,126,21,3.5,3.5
3437,더블초콜렛머핀,90,351,41.4,4.5,19.8
3438,더블치즈베이글,80,216,32.8,9.6,6.4
3439,더치카카오머핀,115,540.5,71.3,9.2,24.15
3440,던킨 글레이즈드,45,94.5,9,1.35,4.95
3441,던킨 리얼카페모카,100,445.49,49.91,5.53,24.86
3442,던킨 보스톤크림,100,380.65,38.92,5.04,22.76
3443,던킨 스트로베리필드,100,350.9,47.59,4.94,15.64
3444,던킨 올리브 츄이스티,100,428.7,51.21,2.45,23.79
3445,던킨 카카오하니딥,100,460.67,43.93,4.41,29.7
3446,던킨 카카오후로스티드,100,464.66,47.8,6.6,27.45
3447,던킨 카푸치노 츄이스티,100,441.25,52.84,2.22,24.56
3448,데코레이션케익(초코)단2호,47,93.53,17.39,0.94,6.58
3449,데코레이션케익(초코)단7호,70,170.1,17.5,3.5,9.8
3450,데코레이션케익(화이트)단1호,47,90.71,6.58,0.94,6.58
3451,데코레이션케익(화이트)단2호,47,90.24,6.58,0.94,6.58
3452,데코레이션케익(화이트)단3호,49,97.02,7.35,0.98,6.86
3453,데코레이션케익(화이트)단4호,62,120.9,9.3,1.24,8.68
3454,데코레이션케익(화이트)단5호,47,90.24,6.58,0.94,6.58
3455,데코레이션케익(화이트)단7호,53,108.65,8.48,1.59,7.42
3456,도라야끼,60,96,21.6,2.4,1.14
3457,두유를 넣은 검은깨 두부,50,97.5,15.5,1.5,3.5
3458,두유를 넣은 초코두부,50,102.5,14.5,1.5,4.5
3459,드림 초코홀릭,60,168,16.2,1.8,10.8
3460,디즈니car,65,260,24,3,18
3461,딸기듬뿍티라미스,70,195,22,3,6
3462,딸기롤,67,161.47,18.09,2.68,8.71
3463,딸기롤(미니),39,54.6,6.24,0.78,3.12
3464,딸기맛도너츠,60,106.2,18.6,1.8,3
3465,딸기소프트케익,65,152.75,22.1,3.25,5.85
3466,딸기쉐이크쉬폰,70,161,13.3,1.4,10.5
3467,딸기요거트쉬폰,70,170,14,1,12
3468,땅콩빵,68,167.28,19.72,3.4,8.16
3469,땅콩안에 보이젠베리,70,240,32,5,12
3470,땅콩크림빵,70,280,27,6,17
3471,떡스폰지케익,74,192.4,25.9,3.7,8.14
3472,라즈베리 필드,55,107.25,16.5,1.65,4.4
3473,러브米식빵,70,124.6,21,4.2,2.8
3474,러브러브초코,60,250,19,3,18
3475,러블리초코테디,70,270,25,7,18
3476,러블리핑크테디,70,260,25,3,18
3477,레드베리스콘,75,225,36,3,7.5
3478,로망스초코,55,230,17,3,18
3479,로망스핑크,65,260,25,3,17
3480,롤케익,70,147,17.5,2.8,7
3481,롤케익 1호,70,159.6,22.4,3.5,6.3
3482,롤케익 2호,70,156.1,22.4,3.5,6.3
3483,롤케익(프레젠용),70,159.6,22.4,3.5,6.3
3484,루피가만든맛있는케이크,70,280,30,3,17
3485,루피의 두유크림빵,65,210,24,4,12
3486,리얼녹차쉬폰,70,134.4,13.3,2.1,7.7
3487,리틀엔젤초코,55,230,19,3,17
3488,마늘빵,100,482.75,60.87,11.19,21.61
3489,마늘토스트,100,375.24,51.53,7.57,15.43
3490,마블링,50,93,13,2,4
3491,마스카포네티라미스,60,205,14,3,11
3492,마이 넘버원,70,230,17,3,16
3493,마이넘버원2,70,240,30,3,13
3494,마이베이비(블루),65,230,21,4,15
3495,마이베이비(핑크),65,230,21,4,15
3496,마이프린세스,70,280,29,3,18
3497,마카롱모카,70,260,23,3,17
3498,마카롱쇼콜라,70,250,23,4,17
3499,말랑말랑샌드위치(소),65,105.95,18.2,3.25,2.6
3500,말랑말랑샌드위치(통),70,123.9,21,3.5,2.8
3501,맛있으면 바나나,80,176,25.6,4,6.4
3502,망고 쿠키 먼치킨,60,162,24,1.8,7.2
3503,매실생크림,70,116.2,11.9,1.4,7
3504,머핀,51,93.33,14.28,1.02,3.57
3505,먹으면 먹을수록 순수담백,60,84,16.2,2.4,0.9
3506,메이플쉬폰,70,142.1,13.3,2.8,9.1
3507,메이플스콘,75,232.5,34.5,3.75,9
3508,메이플애플파운드,70,220.5,23.1,3.5,12.6
3509,메이플파운드,74,229.4,28.86,3.7,11.1
3510,명가명품 녹차,50,140,29,3,2
3511,명가명품 벌꿀,50,140,29,3,2
3512,명가명품 초코,50,65,14.5,1.5,1
3513,명가명품(녹차카스테라),50,70,14.5,1.5,1
3514,명가명품(벌꿀카스테라),50,70,14.5,1.5,1
3515,명가통팥가득만주,70,175,35.7,4.9,1.68
3516,모카 플라워,57,125.97,12.54,1.71,7.98
3517,모카2단케이크,65,260,20,3,18
3518,모카레즌생크림빵,72,182.16,23.04,2.88,8.64
3519,모카롤,67,147.4,26.13,3.35,3.35
3520,모카롤케익,70,154,20.3,3.5,7
3521,모카쉬폰,70,149.1,12.6,2.8,9.8
3522,모카슈생크림,60,111,10.8,1.8,7.2
3523,모카스폰지,70,171.5,23.8,2.8,7.7
3524,모카스폰지(소),70,161,20.3,2.8,7.7
3525,모카스폰지케익,74,181.3,23.68,3.7,8.14
3526,모카초코칩머핀,62,182.9,21.7,3.1,9.3
3527,모카치즈케익,63,138.6,15.75,3.15,6.93
3528,모카크림빵,67,164.15,18.76,2.68,8.71
3529,모카크림식빵,100,401.05,53.25,6.59,17.96
3530,모카플라워,57,125.97,12.54,13.11,7.98
3531,목초란을 넣은 우유듬뿍빵,90,280,39,7,12
3532,무설탕 식빵,70,126,18.9,4.2,3.5
3533,미니 호두 크랜베리,74,244.2,19.98,2.96,17.76
3534,미니도넛 6팩,63,189,21.42,2.52,11.34
3535,미니딸기샌드,65,113.75,18.2,2.6,3.51
3536,미니땅콩샌드,65,120.25,17.55,2.6,4.36
3537,미니롤케익,50,80,11.5,2,3
3538,미니만주,65,143,27.95,3.25,1.95
3539,미니본델리슈,50,70,14.5,1.5,1
3540,미니쉬폰,60,141,19.8,3,5.4
3541,미니약식파운드(프레젠용),70,151.9,21.7,2.8,6.3
3542,미니치즈케익,55,112.75,14.85,2.2,4.95
3543,미니치즈파운드(프레젠용),57,124.83,13.11,2.28,7.41
3544,미니카페케이크,60,240,20,3,19
3545,미니호두파운드(프레젠용),62,152.52,16.74,2.48,8.68
3546,미니호두파이,110,539,50.6,11,33
3547,미미가좋아하는 초코칩크림빵,60,190,26,3,9
3548,미스베어,30,150,17,2,9
3549,미스터베어,30,135,15,2,8
3550,밀그플러스 우유식빵,70,133,21,3.5,3.5
3551,밀크쇼콜라,70,210,18.9,2.8,13.3
3552,바나나생크림,60,95.4,9,1.2,6
3553,바나나소프트케익,65,149.5,22.75,3.25,5.2
3554,바나나호두머핀,110,522.5,59.4,9.9,27.5
3555,바바리안먼치킨,70,133,18.2,2.1,7
3556,바바리안먼치킨,70,249.73,34.87,3.37,11.25
3557,바바리안필드,60,129,17.4,1.8,6.6
3558,바삭바삭페스트리토스트,65,132.6,18.85,3.25,5.2
3559,바움쿠헨플레인,70,147,18.9,3.5,9.1
3560,밤빵,68,119,21.76,2.72,2.04
3561,버터 러스크,80,264,24,2.4,19.2
3562,버터스틱,76,214.32,28.12,4.56,9.12
3563,버터파인애플빵,63,144.27,15.75,1.89,8.19
3564,베리메리생크림1호,70,136.5,18.9,2.1,6.3
3565,베리베리롤케익,70,154,21,2.8,7
3566,베리요거트스푼,68,121.04,13.6,1.36,6.8
3567,베리잼 듬뿍 요거티크림빵,65,136.5,16.9,2.6,6.5
