id,name,serving_sie,calorie,carbohydrate,protein,fat
1928,간장게장(강원도),250,312.5,9.4,38.43,13.44
1929,간장게장(경기도),250,325,9.87,38.46,14.57
1930,간장게장(경상도),250,325,13.48,36.57,13.95
1931,간장게장(서울),250,282.5,11.48,37.5,9.6
1932,간장게장(전라도),250,242.5,16.82,34.73,4.01
1933,간장게장(충청도),250,325,15.99,40.45,11.14
1934,양념게장,200,279.63,42.05,23.92,1.75
1935,양념게장(강원도),200,318,51.18,22.82,2.46
1936,양념게장(경기도),200,312,47.16,25.25,2.57
1937,양념게장(경상도),200,320,54.59,21.08,1.86
1938,양념게장(서울),200,268,40.58,25.76,0.3
1939,양념게장(전라도),200,202,24.4,21.77,1.82
1940,양념게장(충청도),200,258,34.41,26.86,1.48
1941,고추장아찌,30,21.63,3.95,0.77,0.31
1942,고추장아찌(강원도),30,21.9,4.34,0.86,0.13
1943,고추장아찌(경기도),30,21,4,0.7,0.25
1944,고추장아찌(경상도),30,20.1,3.2,0.78,0.47
1945,고추장아찌(서울),30,25.2,4.41,0.73,0.51
1946,고추장아찌(전라도),30,19.2,3.45,0.75,0.25
1947,고추장아찌(충청도),30,22.2,4.29,0.8,0.22
1948,깻잎장아찌,30,35.32,6.88,1.03,0.41
1949,깻잎장아찌(강원도),30,39.9,7.42,1.15,0.62
1950,깻잎장아찌(경기도),30,35.7,7.16,1.05,0.32
1951,깻잎장아찌(경상도),30,39.6,8.15,0.87,0.39
1952,깻잎장아찌(서울),30,36.6,6.95,1.09,0.49
1953,깻잎장아찌(전라도),30,28.8,5.35,1.09,0.34
1954,깻잎장아찌(충청도),30,31.5,6.24,0.93,0.3
1955,마늘장아찌,30,16.84,2.96,0.9,0.15
1956,마늘장아찌(강원도),30,17.4,3.38,0.87,0.06
1957,마늘장아찌(경기도),30,18.6,3.32,0.94,0.16
1958,마늘장아찌(경상도),30,15.3,2.74,0.86,0.1
1959,마늘장아찌(서울),30,13.2,1.74,0.93,0.29
1960,마늘장아찌(전라도),30,17.1,2.83,0.88,0.25
1961,마늘장아찌(충청도),30,19.5,3.77,0.91,0.07
1962,매실장아찌,30,72.88,17.43,0.5,0.13
1963,매실장아찌(강원도),30,74.1,17.71,0.45,0.17
1964,매실장아찌(경기도),30,73.5,17.4,0.51,0.19
1965,매실장아찌(경상도),30,73.5,17.77,0.42,0.09
1966,매실장아찌(서울),30,70.5,16.59,0.57,0.19
1967,매실장아찌(전라도),30,76.8,18.6,0.47,0.04
1968,매실장아찌(충청도),30,69,16.53,0.54,0.09
